id,text,question,answer
226,成立靖林区通信保障应急领导小组，由区政府分管副区长任组长，区工信局局长任副组长，区工信局、供电分公司、电信分公司、移动分公司、联通分公司、铁塔分公司为成员单位。领导小组负责统一领导和组织指挥全区重大通信保障突发事件的应急处置。研究部署通信事故应急救援工作；负责修改完善本预案，并组织开展预案演练；决定启动和终止本预案。,靖林区通信保障应急领导小组组长由谁担任？,区政府分管副区长
227,通信保障应急领导小组下设办公室，办公室设在区工信局，由区工信局局长兼任办公室主任，办公室工作人员由区工信局、各通信企业分管副职组成。负责领导小组日常工作，联络通信保障应急事宜所涉单位；当突发公共事件威胁通信网络安全或需要通信应急保障时，及时了解情况，向区通信保障应急领导小组报告并提出处理建议；按照区通信保障应急领导小组下达的命令和指示，组织、协调、落实全区通信保障应急工作。,哪个机构负责领导小组日常工作？,办公室
228,各电信企业设立相应的通信保障应急工作管理机制，组建由网络管理、运行维护、工程建设及应急机动通信部门组成的通信保障应急队伍，配备必要的应急保障装备，负责应急保障队伍演练，加强应急资源及装备的管理、维护和保养，以备随时紧急调用。,哪个机构负责应急保障队伍演练？,通信保障应急队伍
229,区通信保障应急工作办公室和各通信运营企业要建立相应的预警监测机制，加强对区内各通信运营企业通信网络安全防护和应急处置工作的监督检查。,哪个机构要建立相应的预警监测机制？,区通信保障应急工作办公室||各通信运营企业
230,区通信保障应急领导小组确定并发布预警信息，领导小组成员单位及所涉各单位做好相应的通信保障应急准备工作。,由哪个机构发布预警信息？,区通信保障应急领导小组
231,发生较大（III级）以上通信应急事件，区通信保障应急领导小组启动本预案，相关通信运营企业启动本企业相应的应急预案。区通信保障应急领导小组负责组织、协调和指挥突发公共事件通信保障应急行动。在必要情况下，请求市通信保障应急领导小组支援。,由哪个机构指挥突发公共事件通信保障应急行动？,区通信保障应急领导小组
232,在突发事件的应急响应过程中，各通信企业要确保系统内部机构之间的通信畅通。当出现较大级以上通信中断时，通信联络方式主要采用卫星电话、无线电台等方式，应急通信设备由区通信保障应急领导小组统一调用，确保应急通信畅通。涉及国家机密时，应遵守相关规定。,应急通信设备由哪个机构调用？,区通信保障应急领导小组
233,通信应急队伍由各通信运营企业分别组建，满足通信应急工作的需要。各通信运营企业要认真建立专家库，适时组织有关专家和机构分析当前通信网络安全形势，开展通信保障的现场研究，加强技术储备。,哪个单位要建立专家库？,各通信运营企业
234,各通信运营企业建立必要的通信应急物资保障机制，按照通信应急工作需要，配备必要的通信应急装备，加强对应急物资及装备的管理、维护和保养，以备随时紧急调用。,各通信运营企业建立什么机制？,通信应急物资保障机制
235,各通信运营企业应急保障机构必须建立本单位通信基础设施分布图、各种通信保障应急预案、通信调度预案和异常情况处理流程图、物资储备清单以及相关单位主要负责人联系方式。,本单位通信基础设施分布图由哪个机构建立？,各通信运营企业应急保障机构
236,三、各镇乡街、各部门、各单位要按照现行事权、财权，严格落实资金、队伍、物资装备等各项应急保障措施，加大应急宣传、培训、演练和应急避难设施建设的投入。一旦发生突发事件，按照“先应急、后算账；先救人、后分责；先抢险、后协调”的原则，第一时间启动预案、开展应急处置。区政府应急办会同区有关部门，定期对专项应急预案的落实情况进行检查，并将检查结果上报区人民政府。,区政府应急办对什么情况进行检查？,专项应急预案的落实情况
237,区公安局：负责人防工程事故现场治安秩序的维护工作；负责组织协调疏导人防工程事故周边地区交通，保障指挥、抢险、救灾车辆优先通行，必要时对事故现场周边地区采取交通管制措施。,哪个机构疏导人防工程事故周边地区交通？,区公安局
238,区公安消防支队：配合组建区人防工程事故紧急救援队，负责组织人防工程事故现场次生、衍生灾害抢险救援工作和特殊场所的人员紧急救助工作。,哪个机构配合组建区人防工程事故紧急救援队？,区公安消防支队
239,发生等级人防工程事故时，成立现场指挥部，由区人防应急指挥部总指挥或副总指挥担任现场指挥部指挥。现场指挥部下设应急处置组、社会秩序组、后勤保障组、医疗救护组、新闻发布组和事故调查组等。,现场指挥部指挥由谁担任？,区人防应急指挥部总指挥||区人防应急指挥部副总指挥
240,（1）应急处置组：由区建设交通局（区人防办公室）任组长单位，成员由区军事部和区公安消防支队等单位组成。其职责是承担现场指挥部下达的抢险任务，组建应急救援队伍、调运救援物资等。,由哪个机构担任组长单位？,区建设交通局||区人防办公室
241,（2）社会秩序组：由区公安局任组长单位，成员由事故属地管委会、街道办事处、镇人民政府、交管支队等单位组成。其职责是负责组织协调救援现场警戒线设置、交通疏导、人员控制与疏散、社会秩序维护等工作。,交管支队是哪一机构的成员？,社会秩序组
242,（4）医疗救护组：由区卫生计生委任组长单位，成员由区卫生计生委相关处室、区急救中心（120）和区内相关医疗机构等组成。其职责是组织医疗救治，协助提出遇险人员救援建议和意见。,医疗救护组的成员？,区卫生计生委相关处室||区急救中心（120）||区内相关医疗机构
243,（5）新闻发布组：由区委宣传部任组长单位，有关部门参加。其职责是在现场指挥部的领导下，负责组织汇总信息，关注事故进展，并根据情况制定新闻发布方案，组织接待记者，及时采用适当方式组织新闻发布。,由哪一机构制定新闻发布方案？,新闻发布组
244,人防工程建设（管理）单位、使用单位，要坚持日常对所管辖的人防工程进行巡视查险，收集可能发生事故的风险信息，分析预测事故发生的可能性和危害程度，及早发现事故隐患，及时提出预防和应急建议。,人防工程建设（管理）单位收集哪种信息？,可能发生事故的风险信息
245,区人防应急指挥部办公室负责区内人防工程的安全监督检查，对存在的隐患下达整改通知书，要全面掌握区内人防工程隐患的基本情况，及时监督整改。,由哪个机构下达整改通知书？,区人防应急指挥部办公室
246,区人防应急指挥部办公室必须在第一时间向区应急指挥中心和市人防办公室口头报告，1小时内通过传真电话书面报告情况，2小时内报告较为具体的情况。,区人防应急指挥部办公室向哪个机构报告？,区应急指挥中心||市人防办公室
247,1.区人防应急指挥部办公室应定期对现有通信设备进行检查、维修，使之处于良好工作状态，确保通信联络畅通。应制订应急通信保障预案，必要时配合电信部门抢修恢复通信。,由哪一机构制订应急通信保障预案？,区人防应急指挥部办公室
248,区人防应急指挥部办公室应随时掌握人防工程安全信息，对潜在的人防工程事故隐患，应及时和专家组进行研究，制定防治方案，为指挥决策提供技术支持。,区人防应急指挥部办公室应掌握什么信息？,人防工程安全信息
249,区人防应急指挥部办公室应充分利用新闻媒体和信息发布平台等形式，开展人防工程事故应急相关知识的普及教育。,由哪一机构开展人防工程事故应急相关知识的普及教育？,区人防应急指挥部办公室
250,1.区人防应急指挥部各成员单位，结合本单位实际情况制定相应的人防工程应急保障预案，并报区人防应急指挥部办公室备案。,由哪一机构制定人防工程应急保障预案？,区人防应急指挥部各成员单位
251,区人防应急指挥部办公室应结合应急管理工作实践，及时组织修订预案。修订后的应急预案应重新办理审查、论证、备案等各项程序。,由哪一机构组织修订预案？,区人防应急指挥部办公室
252,区公安局：负责组织领导公安系统各有关部门承担公路水路突发事件现场重要设施、设备及重点目标的安全保卫、疏导、消防、救援工作，维护当地社会治安秩序，防范和打击违法犯罪活动；负责公路水路突发事件现场的交通管制、疏导和交通事故处理工作；负责参与突发事件的消防和救援工作。,由哪一机构维护当地社会治安秩序？,区公安局
253,区安全监管局：负责督促指导各管委会、街道做好次生灾害的排查，牵头组织安全生产事故调查处理工作。,由哪一机构组织安全生产事故调查处理工作？,区安全监管局
254,区气象局：负责为区内河搜救机构提供气象保障服务，提供突发事件发生地现场及周边风向、风速、温度、湿度、气压、雨量等气象实况资料及气象预报预警信息。,由哪一机构提供气象保障服务？,区气象局
255,区总工会：配合做好职工思想工作，帮助职工稳定情绪。听取和反映职工意见和要求，参与协调劳动纠纷。,由哪一机构协调劳动纠纷？,区总工会
256,事发单位：负责在发生突发事件的第一时间内向公路水路运输处突工作机构报告突发事件的基本情况、性质、受损程度，协助开展处置突发事件工作。,事发单位向哪一机构报告？,公路水路运输处突工作机构
257,公路水路处突领导小组负责整理和审查所有书面报告、应急记录和文件等资料；总结和分析突发事件原因和在应急期间采取的主要措施。,由哪一机构整理书面报告？,公路水路处突领导小组
258,各级指挥机构、运输行业建立应急保障队伍信息库，组织响应人员培训、演练，为应急救援人员购买人身意外保险，配备必要的防护装备和器材。,哪一机构建立应急保障队伍信息库？,各级指挥机构||运输行业
259,（4）区文广电局：根据区应急指挥部的安排，负责应急新闻的报导，做好媒体记者的组织管理和引导工作。,由哪一机构报导应急新闻？,区文广电局
260,由事发地管委会、街道办事处、镇人民政府、区建设交通局和参加现场应急处置的相关部门负责人组成突发事件应急现场统筹车辆指挥部，由事发地管委会、街道办事处、镇人民政府分管交通运输工作的领导担任指挥，开展现场应急处置协调工作。,由哪一机构开展现场应急处置协调工作？,突发事件应急现场统筹车辆指挥部
261,（4）需要实施统筹车辆应急预案时，各级统筹车辆应急机构迅速落实统筹车辆工作、征集运输车辆，调用应急运力，组织应急救援物资、人员的运送，公安部门负责运送道路的秩序管理。,由哪一机构管理运送道路的秩序？,公安部门
262,（5）根据统筹车辆过程中出现的新情况、新变化，应急现场指挥机构及时向区统筹车辆领导小组提出行动建议并调整统筹车辆行动方案、计划，确保区统筹车辆应急预案顺利实施。,由哪个机构调整统筹车辆行动方案？,应急现场指挥机构
263,（6）必要时，区统筹车辆领导小组带领工作组和救援队伍直接赶赴现场，设立现场指挥机构，指挥、协调统筹车辆工作。,由哪一机构协调统筹车辆工作？,现场指挥机构
264,设立江州市长凌区道路、桥涵突发事故应急指挥部（以下简称区指挥部）。区指挥部总指挥由分管道路、桥涵工作的副区长担任，副总指挥由区建设交通局局长担任。,区指挥部副总指挥由谁担任？,区建设交通局局长
265,区公安局（含消防支队）：负责维护道路、桥涵突发事故现场社会治安、保护人员、应急物资安全，打击各种违法犯罪活动；做好以防火灭火为主的各项消防保卫工作；负责组织应急救援队伍赶赴道路、桥涵突发事故现场承担救援任务。,由哪一机构打击各种违法犯罪活动？,区公安局（含消防支队）
266,区安全监管局：负责配合重特大道路、桥涵突发事故的应急救援工作；主持重特大事故调查评估；负责协调道路、桥涵突发事故中涉及危险化学品泄漏等现场处置工作。,由哪一机构主持重特大事故调查评估？,区安全监管局
267,2.统一领导，分级负责。长凌区市场和质量监督管理局按照《总体预案》中关于成立特种设备事故应急指挥部的要求，成立特种设备事故应急专家领导小组，（以下简称“专家领导小组”），主要任务是在职能范围内防范风险、控制事故、减少损失，贯彻单位自救和社会救援相结合的原则。,由哪一机构成立特种设备事故应急专家领导小组？,长凌区市场和质量监督管理局
268,（3）发生特种设备事故后，根据专家领导小组请求和事件需要，区人民政府成立特种设备事故现场指挥领导小组，各相关部门服从统一指挥，以事故发生地管理部门为平台积极配合，通力协作，充分发挥指导和协作职能。,由哪一机构成立特种设备事故现场指挥领导小组？,区人民政府
269,区交通局：负责集中供热突发事件涉及道路桥梁抢通的应急处置工作，配合做好设立抢险车辆的绿色通道相关工作。,由哪一机构负责集中供热突发事件涉及道路桥梁抢通的应急处置工作？,区交通局
270,区气象局：负责提前5—7天向区指挥部提供气象预报信息；为区指挥部提供天气咨询服务。,由哪一机构提供气象预报信息？,区气象局
271,区供电公司：负责突发事件区域，属电力公司维护的外部供电设施巡查、抢险，保障电力供应。,由哪一机构保障电力供应？,区供电公司
272,按照区指挥部的要求，根据供热突发事件的实际情况，由相关成员单位、事发相关供热企业组成现场指挥部，实行现场总指挥负责制（相关供热单位信息见附件一）。,现场指挥部的成员？,相关成员单位||事发相关供热企业
273,现场指挥部的主要职责：全力组织伤员救治、人员疏散转移和群众安置工作，维护现场治安和交通秩序，防止事态进一步扩大；对突发事件进行综合分析、快速研判，确定现场应急处置方案；统一组织相关部门、单位和事发单位的上级单位，调动应急救援队伍，调集应急救援物资装备，开展应急处置工作；随时向区指挥部报告事件处置进展，一旦发现事态有进一步扩大趋势，有可能超出自身处置能力时，应立即报请区指挥部协调处置。,由哪一机构开展应急处置工作？,现场指挥部
274,在区指挥部办公室的指导下，本区各有关供热单位主要开展以下工作：建立本企业集中供热突发事件预防体系并组织实施；按照区集中供热突发事件应急预案，做好本企业应急预案的编制和备案工作；组建应急队伍、配备抢修物资及抢修设备；做好应急预案的培训、演练；及时、准确上报突发事件信息；组织实施应急响应及恢复供热工作；完成区指挥部下达的其他各项应急任务。,本区各有关供热单位建立什么体系？,本企业集中供热突发事件预防体系
275,区指挥部办公室组建专家组，主要负责：对一般、较大突发事件应急处置方案进行评估；参加重大、特别重大突发事件的现场处置及事故调查和损失评估；为集中供热应急工作提供咨询和建议。,由哪一机构组建专家组？,区指挥部办公室
276,（3）区指挥部负责协调相关部门间的预警响应工作；必要时向区政府报告预警响应情况。,由哪一机构报告预警响应情况？,区指挥部
277,发生特别重大、重大供热突发事件，由区指挥部启动Ⅰ级响应；指挥部成员立即赶到现场，成立区供热突发事件应急处置现场指挥部，组织、指挥、协调、调度本区应急力量和资源，统一实施应急处置。公安靖林分局负责集中供热突发事件警戒范围设置与人员疏散，维护公共秩序和社会治安，组织实施突发事件区域的交通管制工作，保证救援抢险车辆安全快速通行和抢修抢险正常进行。事发单位主管部门负责区域内群众生活保障和社会稳定工作，其他各有关单位按照各自职责和分工，密切配合，共同实施应急处置。,由哪一机构设置集中供热突发事件警戒范围？,公安靖林分局
278,公安靖林分局负责派专人保护现场，维持现场秩序，为事件调查创造条件。参与处置人员要按照规定继续保护现场，必要时对事件现场进行录像或拍照，为事件调查、分析提供直接证据。事故调查结束后，立即组织清理事故现场。,由哪一机构组织清理事故现场？,公安靖林分局
279,供热企业负责现场清理工作；负责及时修复突发事件中受损的供热设施；负责向区指挥部办公室报告恢复情况。,由哪一单位修复突发事件中受损的供热设施？,供热企业
280,区供热办组织区级专业应急救援队伍（见附件二）；各供热单位建立厂级应急救援队伍，各供热企业要根据设备设施的类型和供应规模，建立并合理分布企业应急抢险队伍。,由哪一机构组织区级专业应急救援队伍？,区供热办
281,各应急队伍要保持工作状态，服从区指挥部统一调动。明确联络员及联系方式，保持信息互通，确保应急救援联系渠道畅通和应急救援队伍快速反应。,由哪一机构调动各应急队伍？,区指挥部
282,供热企业建立完善的抢险物资管理制度和定期检查、保养、更新制度，每年9月30日前向区指挥部办公室报备应急物资储备情况，并接受区指挥部办公室不定期督导检查。,供热企业建立什么制度？,完善的抢险物资管理制度
283,遇有重大突发事件，企业年度预算安排的应急专项资金不能满足需要时，由区供热行业管理部门按照有关规定动用应急处置资金。,由哪一机构动用应急处置资金？,区供热行业管理部门
284,(1)现场指挥协调组。区应急管理局为组长单位，事故涉及街道办事处和区指挥部相关成员单位为成员。负责组织指挥和协调其他各工作组做好危险化学品事故的应急抢险工作，组织做好事故评估和事故调查工作，并及时向区人民政府上报事故抢险救援情况。,现场指挥协调组的成员单位有哪些？,事故涉及街道办事处||区指挥部相关成员单位
285,(2)险情控制施救组。海昌消防救援支队为组长单位，组织危险化学品专业应急救援队伍负责事故施救、险情控制、人员营救等救援处置工作。,由哪一机构组织危险化学品专业应急救援队伍？,险情控制施救组
286,(3)现场秩序维护组。公安海昌分局为组长单位，交警海昌支队、事发地街道办事处为成员单位。负责对事故发生区域实施现场警戒，维护治安秩序，并做好事故取证及证据保存，保证抢险救援道路畅通。事发地街道办事处负责组织有毒物质扩散区域的人员疏散等工作，确保人员处于安全区域。,现场秩序维护组的成员有哪些？,交警海昌支队||事发地街道办事处
287,(4)现场医疗救治组。区卫健委为组长单位。负责组织有关医疗机构专业人员及时赶赴事故现场开展伤病员的医疗救治和转运工作，及时向区指挥部办公室通报伤病员医疗救治情况。,由哪一机构通报伤病员医疗救治情况？,现场医疗救治组
288,(5)现场环境监测组。区生态环境局为组长单位，海昌消防救援支队为成员。负责事故现场环境监测，提出污染控制、人员疏散与处置建议，负责对危险化学品事故现场废弃物的收集、处理进行监督管理，协助核实污染损害情况。,由哪一机构负责事故现场环境监测？,现场环境监测组
289,(6)新闻舆论组。区委宣传部为组长单位，区应急管理局、公安海昌分局、区网信办和事发地街道办事处及事故单位为成员。负责媒体接待和对外发布事故信息。,由哪一机构负责媒体接待？,新闻舆论组
290,事故报告的主要内容应包括事故发生的时间、地点、信息来源、事件性质、危险化学品名称与涉及数量、影响范围、初步判定的伤亡情况、导致事故的初步原因、事态发展趋势和已经采取的措施等。在应急处置过程中，现场指挥部要及时向区指挥部办公室续报救援工作的进展情况。,由哪一机构续报救援工作的进展情况？,现场指挥部
291,3.3.2 区指挥部迅速成立现场应急救援指挥部，同时上报市指挥部办公室，启动相应等级的应急预案，制订事故应急救援方案并组织专(兼)职应急救援队进行救援。根据需要和救援工作进展情况，及时修订应急救援方案。事故情况复杂，暂时不能判明情况的，由现场指挥部组织有关专家、技术人员进行科学研判后，确定应急处置方案。,由哪一机构成立现场应急救援指挥部？,区指挥部
292,3.3.5 参加应急救援的队伍和人员在现场应急救援指挥部的统一指挥、协调下，进行救援处置，全力控制事态。,参加应急救援的队伍由哪一机构指挥？,现场应急救援指挥部
293,3.3.6 交警海昌支队等部门要开通应急通道，确保应急救援队伍和物资尽快到达事故现场。,由哪一单位开通应急通道？,交警海昌支队
294,涉及危险化学品的生产经营单位应当建立由本单位职工组成的专职或兼职应急救援队伍，规模较小的企业可以建立兼职应急救援队伍，但应当与周边其他危险化学品专职应急救援队签订互助合作协议。危险化学品事故应急救援队伍以涉及危险化学品的生产经营单位的专业应急救援队伍为基础，以相关大中型企业的应急救援队伍为重点，按照有关规定配备人员、装备，开展培训、演练。,由哪一单位建立兼职应急救援队伍？,规模较小的企业
295,按照属地管理、分级负责的原则，区卫健委负责应急处置工作中的医疗卫生保障，组织医疗救治队伍对伤病人员进行紧急医疗救治并将重症伤病人员转送至医院进行进一步治疗。根据危险化学品事故造成人员伤亡的特点，协调有关部门组织落实专用药品和器材。,区卫健委负责哪项工作？,应急处置工作中的医疗卫生保障
296,公安海昌分局负责组织事故现场治安警戒和治安管理，加强对重点地区、重点场所、重点人群、重要物资设备的防范保护，维护现场秩序，及时疏散群众，发动和组织群众开展群防联防，协助做好治安工作。,由哪一机构做好治安工作？,公安海昌分局
297,涉及危险化学品的经营单位应当设立安全生产专项资金，保障企业日常对危险源的监控、预防预警措施和应急培训、演练的经费需求。,由哪一单位设立安全生产专项资金？,涉及危险化学品的经营单位
298,处置危险化学品事故所需财政担负的经费，按照现行事权、财权划分原则，由区财政局按规定予以保障。,处置危险化学品事故所需财政担负的经费由哪一机构保障？,区财政局
299,危险化学品的生产经营单位要按规定向公众和员工说明企业经营、储运或使用的危险化学品的危险性及发生事故可能造成的危害，广泛宣传应急救援有关法律法规和危险化学品事故预防、避险、避灾、自救、互救的常识。,由哪个单位宣传应急救援有关法律法规？,危险化学品的生产经营单位
300,危险化学品经营单位按照有关规定对员工进行应急培训；区指挥部办公室组织对应急救援培训情况进行监督检查。,由哪个机构检查应急救援培训情况？,区指挥部办公室
301,8.1.2 区住建委会同区相关部门定期对各施工企业的建设工程安全事故应急预案的落实情况进行检查，督促施工企业对预案落实工作中存在的问题进行整改。,由哪一机构检查各施工企业的建设工程安全事故应急预案的落实情况？,区住建委
302,施工企业应依据本预案，编制本单位建设工程安全事故综合应急预案、专项应急预案和施工现场处置应急方案。,由哪一单位编制本单位建设工程安全事故综合应急预案？,施工企业
303,1.4.2政府领导，分级负责。在区政府的统一领导下，各级单位和有关部门积极协调各方灭火救援力量，负责火灾现场的具体处置工作。,由哪一机构负责火灾现场的具体处置工作？,各级单位||有关部门
304,1.4.3统一指挥，协同配合。专业指挥机构和现场指挥机构统一组织实施灭火救援行动。消防部门组织企业专职消防队积极协同作战，具有应急救援保障职能的部门和单位要主动配合。,由哪一机构组织实施灭火救援行动？,专业指挥机构||现场指挥机构
305,2.2.1区指挥部下设海昌区火灾事故应急指挥部办公室(以下简称区指挥部办公室)，设在海昌消防救援支队。办公室主任由海昌消防救援支队支队长担任。,由哪一机构下设海昌区火灾事故应急指挥部办公室？,区指挥部
306,2.2.2区指挥部办公室的主要职责是：负责区指挥部日常工作，起草区指挥部有关文件，组织落实区指挥部各项工作部署；组织修订火灾事故应急预案，并组织开展消防安全宣传和培训工作；组织落实火灾事故应急队伍和应急物资装备建设管理工作；研究确定火灾事故应急响应等级；承担着防范化解重大安全风险、应对处置各类灾害事故的职责；承办区指挥部交办的其他工作。,由哪一机构起草区指挥部有关文件？,区指挥部办公室
307,区应急局：承担区日常工作，组织、监督、全区火灾应急管理工作落实情况；协助组织特别重大灾害、重大灾害应急处置工作；负责统一协调区火灾应急队伍和物资的调拨；依法统一发布灾情和应急处置情况；参加重特大火灾事故调查工作，参与安全生产事故引发的火灾救援协调、指导和善后评估工作。,哪一机构参加重特大火灾事故调查工作？,区应急局
308,区商务局：负责市场监测，做好生活必需品的储备，确保市场供应，整顿和规范市场经济秩序。,由哪一机构负责市场监测？,区商务局
309,区住建委：负责提供工程设备，组织专业施工人员，在区指挥部的统一指挥下对有关建筑物、构筑物实施拆除或加固。,由哪一机构提供工程设备？,区住建委
310,区生态环境局：负责做好与灭火救援相关的水污染防治工作；指导并组织实施水质监测，调查处理水污染事故和纠纷；进行环境监测，协助检测有毒气体，提出预防次生灾害对策。,由哪一机构提出预防次生灾害对策？,区生态环境局
311,区城管委：根据需要提供洒水车等大型供水车辆，协助火场供水和现场洗消，视情排除道路积水。,由哪一机构提供洒水车等大型供水车辆？,区城管委
312,区委宣传部：负责把握火灾事故宣传工作导向，协调新闻媒体对火灾应急处置工作的相关情况进行对外宣传报道。,哪一机构负责把握火灾事故宣传工作导向？,区委宣传部
313,区新闻中心：负责发布火灾相关信息，正确引导人民群众关切，提高人民群众防范意识，增强自救互救能力。,哪一机构负责发布火灾相关信息？,区新闻中心
314,2 组织指挥体系 2.1 组织指挥机构 对全区范围内发生的大型文体活动事故，区政府根据应急处置行动需要，成立区大型群众性文体活动事故应急指挥部（以下简称区指挥部），统一指挥、协调大型群众性文体活动事故的应急处置行动。区有关部门在区指挥部的统一指挥下，认真履行各自的职责，快速、高效处置大型群众性文体活动事故。 总指挥：分管文化和旅游工作的副区长,由哪一机构成立区大型群众性文体活动事故应急指挥部？,区政府
315,区文化和旅游局：负责制定大型文体节庆活动应急专项预案，并针对各类文体节庆活动制订单项预案。,由哪一机构制定大型文体节庆活动应急专项预案？,区文化和旅游局
316,区卫健委：负责对受伤人员实施紧急救治，根据应急救援需要，组织医疗队赴事发地提供医疗救治。,由哪一机构组织医疗队？,区卫健委
317,"3.1.2大型文体活动承办方、场地提供方均应采取有力措施全时监测密集场所人员流量和现场动态,及时研判和把控事态发展，同时要按有关规定进行报备。",由哪一单位监测密集场所人员流量？,大型文体活动承办方||场地提供方
318,3.1.3区指挥部办公室负责大型文体活动各类突发事件预警报告的接受、分析整理与传递工作，按照突发事件发生和发展的等级、趋势和危害的程度，及时向区指挥部领导提出相应的预警建议。,由哪一机构接受大型文体活动各类突发事件预警报告？,区指挥部办公室
319,大型群众性文体活动事故应急处置工作所需的通信保障体系，由区指挥部负责建立，确保本预案启动时各单位的联络畅通，以及应急处置行动的指挥畅通。,由哪一机构建立大型群众性文体活动事故应急处置工作所需的通信保障体系？,区指挥部
320,(2)分级负责，属地管理。在区人民政府统一领导下，区指挥部指导、协调本区一般以上建设工程安全事故的应急救援工作。,由哪一机构指导本区一般以上建设工程安全事故的应急救援工作？,区指挥部
321,2.1.1 设立海昌区建设工程安全事故应急指挥部(以下简称区指挥部)，区指挥部总指挥由区人民政府分管住建工作的副区长担任，副总指挥由区人民政府办公室分管副主任和区住建委主任担任。,区指挥部总指挥由谁担任？,区人民政府分管住建工作的副区长
322,区住建委：负责组织建设工程安全事故情况快报，事件应急处置与损失评估等工作；组织工程突发事件应急指挥的技术系统建设；负责建设工程安全事故应急救援队伍的建设与协调管理；指导施工企业开展建设工程安全事故的预防与应对工作；参与做好建设工程安全事故的宣传报道与新闻发布工作。,由哪一机构组织建设工程安全事故情况快报？,区住建委
323,海昌消防救援支队：负责对建设工程安全事故引发的以火灾为主的次生灾害事故实施抢险救援；协助工程抢险救援队伍执行被困及被埋压人员的营救任务。,由哪一单位协助工程抢险救援队伍？,海昌消防救援支队
324,区生态环境局：负责突发事件的现场环境污染监测工作，提出环境污染消除和治理方案并上报区指挥部。,由哪一机构监测突发事件的现场环境污染？,区生态环境局
325,区城管委：负责做好市政道桥工程安全管理工作及公路工程安全生产监督管理和事故应急处置工作。,由哪一机构监督公路工程安全生产？,区城管委
326,区指挥部领导到达现场后，根据现场救援需要，适时成立现场指挥部。依据事件级别及造成的影响，现场指挥部总指挥由区指挥部主要领导担任，也可由区指挥部其他领导成员担任。现场指挥部通常设8个工作组，根据抢险救援的实际需要，也可作相应调整。,现场指挥部总指挥由谁担任？,区指挥部主要领导||区指挥部其他领导成员
327,(2)抢险救援组：由区住建委牵头，成员由海昌消防救援支队、自来水公司、区卫健委、事故所在总包企业组成。负责落实现场指挥部下达的抢险任务，组织开展一线抢险救援。,海昌消防救援支队是哪一机构的成员？,抢险救援组
328,(3)现场秩序维护组：由公安海昌分局牵头，成员由属地人民政府部门、街道办事处等单位组成。负责组织协调抢险救援现场及周边治安秩序维护工作，包括警戒线设置、人员控制、交通疏导等，并为抢险救援资源快速到达现场以及伤亡人员的快速转运提供通行便利。,由哪一机构设置警戒线？,现场秩序维护组
329,(5)宣传报道组：由区新闻中心牵头，成员由区住建委、公安海昌分局、区卫建委、区新闻中心及其他相关单位组成。负责组织安排新闻发布、协调接待媒体采访、上报事件相关信息等工作。,由哪一机构组织安排新闻发布？,宣传报道组
330,(6)专家工作组：由现场指挥部选调相关专业技术人员组建专家工作组，负责参与制定应急抢险救援工作方案，针对抢险救援中随时出现的疑难技术问题提出方案措施，为一线抢险救援提供技术指导。,由哪一机构选调相关专业技术人员？,现场指挥部
331,(7)后勤保障组：由事件发生单位牵头，成员由事件责任企业及相关单位组成。负责协调落实临时设立现场指挥部工作场所，现场指挥部及抢险救援人员后勤保障，现场指挥部运行所需的硬件保障等；完成现场指挥部交办的其他任务。,由哪一机构协调落实临时设立现场指挥部工作场所？,后勤保障组
332,(8)事件调查组：由区应急管理局牵头，成员由区住建委、公安海昌分局及其他有关单位组成。必要时，邀请检察机关参与。负责组织开展事故原因分析、事故责任调查等。,由哪一机构开展事故原因分析？,事件调查组
333,2.7.1 根据建设工程安全事故防范与处置工作需要，由区指挥部办公室聘请建设工程相关专业专家组成专家组，为本区建设工程安全事故应急工作提供技术支持和咨询，参与应急决策工作。,专家组的成员？,建设工程相关专业专家
334,区指挥部到达现场后，总包企业项目负责人应及时报告抢险救援进展情况、需要处理的问题及有关工作措施。交接工作完成后，按照应急权限划分，移交事件处置协调指挥权，并配合做好后续抢险救援工作。,由谁报告抢险救援进展情况？,总包企业项目负责人
335,根据市指挥部命令，区指挥部启动二级响应。区指挥部立即召集成员单位，研究部署抢险救援工作对策。区指挥部办公室随时向副总指挥汇报救援情况，密切监视事故发展变化，并做好扩大应急响应准备。,由哪一机构监视事故发展变化？,区指挥部办公室
336,(1)交通疏导和管制。因建设工程安全事故导致市政道路无法正常通行的，交警海昌支队应及时对事件影响路段采取交通疏导措施，必要时实施交通管制，预防次生事故发生。因抢险救援需要占用市政道路时，交警海昌支队在确保抢险工作正常开展的前提下，对所占用道路进行交通疏导或管制。在实施抢险过程中，交警海昌支队应为参与抢险的车辆、设备快速到达事件现场以及医疗救护车辆转运伤亡人员提供通行便利。,由哪一单位实施交通管制？,交警海昌支队
337,(3)消除抢险救援阻碍。因建设工程突发事件导致火灾、市政管线损坏等次生灾害，阻碍抢险救援工作正常开展的，海昌消防救援支队应立即组织实施灭火，各受损管线行政主管部门应立即协调关闭危险源，为开展抢险救援工作创造条件。因建设工程物、构筑物或其他障碍物阻碍抢险救援的，区建委及时与产权单位协调会商，根据实际情况对影响抢险救援的建设工程物、构筑物或其他障碍物实施拆除。抢险救援不利影响消除后，各单位加快推进抢险救援各项工作。,由哪一机构协调关闭危险源？,各受损管线行政主管部门
